1,9.208159,45.5099652,9.2081427,45.5099768
2,9.2121938,45.5216641,9.2122468,45.5217481
3,9.2123588,45.5217206,9.2122468,45.5217481
4,9.2083359,45.5102955,9.2083956,45.5103904
5,9.2085141,45.5103587,9.2083956,45.5103904
6,9.2145591,45.5256802,9.2144848,45.525709
7,9.2133968,45.5238045,9.2144848,45.525709
8,9.2079891,45.5099928,9.2081171,45.5098065
9,9.2082309,45.509676,9.2081171,45.5098065
10,9.2032877,45.5112391,9.2034672,45.5111929
11,9.2034186,45.5111015,9.2034672,45.5111929
12,9.2079265,45.510091,9.207856,45.5102006
13,9.2080553,45.5101771,9.207856,45.5102006
14,9.2060697,45.5110252,9.2057955,45.5105388
15,9.2059037,45.5105109,9.2057955,45.5105388
16,9.2056907,45.5105688,9.2057955,45.5105388
17,9.2223609,45.5231537,9.2219777,45.5230559
18,9.2144848,45.525709,9.2143566,45.525751
19,9.2144209,45.5258601,9.2143566,45.525751
20,9.2122468,45.5217481,9.2121004,45.5217841
21,9.212168,45.5219034,9.2121004,45.5217841
22,9.2049505,45.5191729,9.2049928,45.5192475
23,9.207406,45.5185638,9.2076138,45.5185002
24,9.2128344,45.5287454,9.2118557,45.5290295
25,9.2075742,45.5184187,9.2076138,45.5185002
26,9.2072915,45.5185989,9.207406,45.5185638
27,9.2074653,45.5186682,9.207406,45.5185638
28,9.2098018,45.5178801,9.2099018,45.5178522
29,9.2101782,45.5183471,9.2099018,45.5178522
30,9.2099791,45.5177594,9.2100123,45.517824
31,9.2101305,45.5177927,9.2100123,45.517824
32,9.2064013,45.5163843,9.2062123,45.5164419
33,9.206285,45.516565,9.2062123,45.5164419
34,9.2053215,45.5166943,9.2047553,45.5168516
35,9.2037853,45.5157481,9.2040826,45.5156662
36,9.2041096,45.5157137,9.2040826,45.5156662
37,9.2054026,45.5154009,9.2053546,45.5153166
38,9.2052913,45.515334,9.2053546,45.5153166
39,9.2065313,45.5163446,9.2064013,45.5163843
40,9.2063305,45.5162596,9.2064013,45.5163843
41,9.2087992,45.5181,9.2076382,45.5160318
42,9.2077137,45.5160107,9.2076382,45.5160318
43,9.2088162,45.5157004,9.2086927,45.5157333
44,9.2087422,45.5158123,9.2086927,45.5157333
45,9.2094589,45.5133373,9.2097481,45.5136653
46,9.2085631,45.5129708,9.2094589,45.5133373
47,9.2095483,45.5133049,9.2094589,45.5133373
48,9.2071651,45.5119569,9.2085631,45.5129708
49,9.2085651,45.5129213,9.2085631,45.5129708
50,9.2118035,45.5289377,9.2115759,45.5285375
51,9.2187343,45.5199905,9.2188382,45.5199378
52,9.2142162,45.5136458,9.2143024,45.5135899
53,9.2144578,45.5136916,9.2143024,45.5135899
54,9.2143024,45.5135899,9.2142511,45.5135308
55,9.2142173,45.5135458,9.2142511,45.5135308
56,9.2133415,45.5122934,9.2132412,45.512321
57,9.2138352,45.5130305,9.2132412,45.512321
58,9.2100105,45.5132387,9.2099006,45.5132696
59,9.2099413,45.5133418,9.2099006,45.5132696
60,9.2107295,45.5147075,9.2106899,45.5146369
61,9.2164493,45.5165037,9.2163939,45.5166047
62,9.2167551,45.5170367,9.2163939,45.5166047
63,9.2143877,45.5172499,9.2143522,45.5171879
64,9.2144509,45.5171628,9.2143522,45.5171879
65,9.2101782,45.5183471,9.2102943,45.5183137
66,9.2100123,45.517824,9.2102943,45.5183137
67,9.2092619,45.5084932,9.2091898,45.5085735
68,9.2090761,45.5085113,9.2091898,45.5085735
69,9.2039031,45.5170909,9.2037872,45.5171206
70,9.2037499,45.5170548,9.2037872,45.5171206
71,9.2059037,45.5105109,9.2061755,45.5109955
72,9.2062716,45.510966,9.2061755,45.5109955
73,9.2081427,45.5099768,9.2080584,45.5100009
74,9.2081774,45.51021,9.2080584,45.5100009
75,9.2080584,45.5100009,9.2079891,45.5099928
76,9.2100492,45.5091365,9.2102127,45.5092163
77,9.2100931,45.5093726,9.2099618,45.5093585
78,9.2099875,45.5094642,9.2099618,45.5093585
79,9.2099618,45.5093585,9.2098802,45.5092512
80,9.2098802,45.5092512,9.2100492,45.5091365
81,9.2098441,45.5089605,9.2100492,45.5091365
82,9.2135734,45.5090039,9.2136869,45.5093899
83,9.2136692,45.508896,9.2136869,45.5093899
84,9.2147962,45.5112199,9.2147345,45.5110952
85,9.2145281,45.5108182,9.2147345,45.5110952
86,9.214674,45.5111171,9.2147345,45.5110952
87,9.2159975,45.512229,9.2162889,45.5125005
88,9.2167284,45.512985,9.2169854,45.5133553
89,9.2186156,45.5155329,9.2193507,45.5162978
90,9.2192808,45.5163295,9.2193507,45.5162978
91,9.2214651,45.5198255,9.2216113,45.5203096
92,9.2217594,45.5202891,9.2216113,45.5203096
93,9.1987625,45.532407,9.1987665,45.5324875
94,9.1987625,45.532407,9.1987665,45.5324875
95,9.2150016,45.5332157,9.2150153,45.5330004
96,9.2150016,45.5332157,9.2150153,45.5330004
97,9.2128451,45.5287639,9.2128344,45.5287454
98,9.2128451,45.5287639,9.2128344,45.5287454
99,9.2128344,45.5287454,9.2118557,45.5290295
100,9.2118035,45.5289377,9.2115759,45.5285375
101,9.2048377,45.5237335,9.2044794,45.5231196
102,9.2048377,45.5237335,9.2044794,45.5231196
103,9.2044391,45.5229498,9.2035719,45.524258
104,9.2044391,45.5229498,9.2035719,45.524258
105,9.2032053,45.5241472,9.2027447,45.5242656
106,9.2032053,45.5241472,9.2027447,45.5242656
107,9.1987503,45.5222473,9.199644,45.5224517
108,9.1987503,45.5222473,9.199644,45.5224517
109,9.2030236,45.5292073,9.1988837,45.5314038
110,9.1877835,45.5318478,9.1988837,45.5314038
111,9.2056515,45.5150773,9.2057087,45.5151742
